,entity_name_digi,entity_name,value,cor_value,is_equal,is_substring,sequence_matcher,levenshtein_dist,category,pdf_name,word_len,levenshtein_dist_perc,ocr_mistake,ner_mistake
22,total_incl_tax,total_amount_incl_tax,5912.40,,0,1,0.0,7,amount,1945574,7,1.0,False,True
23,total_tax,total_amount_tax,1026.12,1026.12,1,1,1.0,0,amount,1945574,7,0.0,False,False
0,bank_account,bank_account,78-9349170257/0100,78-9349170257/0100,1,1,1.0,0,code,1945575,18,0.0,False,False
1,currency,currency,CZK,KČ,0,0,0.4,3,misc,1945575,3,1.0,True,False
2,due_date,date_due,2020-05-05,2020-05-05,1,1,1.0,0,date,1945575,10,0.0,False,False
3,issue_date,date_issue,2020-04-21,2020-04-21,1,1,1.0,0,date,1945575,10,0.0,False,False
4,taxable_supply_date,date_uzp,2020-04-21,2020-04-21,1,1,1.0,0,date,1945575,10,0.0,False,False
5,description,description,Fakturuji Vám za provedené práce - čištění a servis a revize klimatizací dle záznamu o údržbě č. 14-20 Ze dne 15.4.2020,,0,1,0.0,119,text,1945575,119,1.0,False,True
6,invoice_id,invoice_id,20200012,20200012,1,1,1.0,0,code,1945575,8,0.0,False,False
7,invoice_id,invoice_id,20200012,20200012,1,1,1.0,0,code,1945575,8,0.0,False,False
8,recipient_address,recipient_address,Třebešov 1 516 01 Třebešov,516 01 Třebešov,0,1,0.7317073170731707,11,text,1945575,26,0.4230769230769231,True,False
9,recipient_tax_id,recipient_dic,CZ25947672,CZ25947672,1,1,1.0,0,code,1945575,10,0.0,False,False
10,recipient_register_id,recipient_ic,25947672,25947672,1,1,1.0,0,code,1945575,8,0.0,False,False
11,recipient_name,recipient_name,MATRIX a.s.,MATRIX a.s.,1,1,1.0,0,text,1945575,11,0.0,False,False
12,sender_address,sender_address,Peklo 89 516 01 Vamberk,516 01 Vamberk:,0,0,0.7368421052631579,10,text,1945575,23,0.43478260869565216,True,False
13,sender_tax_id,sender_dic,CZ8011113385,CZ8011113385,1,1,1.0,0,code,1945575,12,0.0,False,False
14,sender_tax_id,sender_dic,CZ8011113385,,0,1,0.0,12,code,1945575,12,1.0,False,True
15,sender_register_id,sender_ic,74679562,74679562,1,1,1.0,0,code,1945575,8,0.0,False,False
16,sender_register_id,sender_ic,74679562,,0,1,0.0,8,code,1945575,8,1.0,False,True
17,sender_name,sender_name,Holoubek Václav,Holoubek Václav,1,1,1.0,0,text,1945575,15,0.0,False,False
18,tax_rate,tax_rate,21,,0,1,0.0,2,misc,1945575,2,1.0,False,True
19,total_base,total_amount_base,2450.41,,0,1,0.0,7,amount,1945575,7,1.0,False,True
20,total_due,total_amount_due,2965.00,2965.00,1,1,1.0,0,amount,1945575,7,0.0,False,False
21,total_rounding,total_amount_rounding,0.41,,0,1,0.0,4,amount,1945575,4,1.0,False,True
22,total_tax,total_amount_tax,514.59,51452,0,0,0.7272727272727273,2,amount,1945575,6,0.3333333333333333,True,False
23,var_sym,var_sym,20200012,20200012,1,1,1.0,0,code,1945575,8,0.0,False,False
0,bank_account,bank_account,2002490102/2600,2002490102/2600,1,1,1.0,0,code,1945681,15,0.0,False,False
1,bank_account,bank_account,2002490401/2600,2002490401/2600,1,1,1.0,0,code,1945681,15,0.0,False,False
2,bank_account,bank_account,2002490807/2600,2002490807/2600,1,1,1.0,0,code,1945681,15,0.0,False,False
3,bic,bic,CITICZPX,CITICZPX,1,1,1.0,0,code,1945681,8,0.0,False,False
4,currency,currency,EUR,EUR,1,1,1.0,0,misc,1945681,3,0.0,False,False
5,due_date,date_due,2020-07-22,2007-07-22,0,0,0.9,2,date,1945681,10,0.2,True,False
6,due_date,date_due,2020-07-22,2007-07-22,0,0,0.9,2,date,1945681,10,0.2,True,False
7,issue_date,date_issue,2020-04-23,2020-04-23,1,1,1.0,0,date,1945681,10,0.0,False,False
8,issue_date,date_issue,2020-04-23,2020-04-23,1,1,1.0,0,date,1945681,10,0.0,False,False
9,exchange_rate,exchange_rate,"2,75300X10CZK","2,75300X1OCZK",0,0,0.9230769230769231,1,misc,1945681,13,0.07692307692307693,True,False
10,iban,iban,CZ3726000000002002490401,CZ3726000000002002490401,1,1,1.0,0,code,1945681,24,0.0,False,False
11,iban,iban,CZ3626000000002002490807,CZ3626000000002002490807,1,1,1.0,0,code,1945681,24,0.0,False,False
12,invoice_id,invoice_id,9202754149,9202754149,1,1,1.0,0,code,1945681,10,0.0,False,False
13,invoice_id,invoice_id,9202754149,9202754149,1,1,1.0,0,code,1945681,10,0.0,False,False
14,order_id,order_id,4010304463,4010304463,1,1,1.0,0,code,1945681,10,0.0,False,False
15,order_id,order_id,4010304463,4010304463,1,1,1.0,0,code,1945681,10,0.0,False,False
16,recipient_address,recipient_address,"Trebesov 1, 516 01 Trebesov","Trebesov 1,516 01 Trebesov",0,0,0.9811320754716981,1,text,1945681,27,0.037037037037037035,True,False
17,recipient_tax_id,recipient_dic,CZ25947672,CZ25947672,1,1,1.0,0,code,1945681,10,0.0,False,False
18,recipient_name,recipient_name,MATRIX a.s.,MATRIX a.s.,1,1,1.0,0,text,1945681,11,0.0,False,False
19,sender_address,sender_address,V Parku 2343/24 148 00 Praha 4 Česká Republika,148 00 Praha 4,0,1,0.4666666666666667,32,text,1945681,46,0.6956521739130435,True,False
20,sender_address,sender_address,V Parku 2343/24 14800 Praha 4 Česká Republika,V Parku 2343/24 14800 Praha 4 Česká Republika,1,1,1.0,0,text,1945681,45,0.0,False,False
21,sender_address,sender_address,V Parku 2343/24 14800 Praha 4 Česká Republika,V Parku 2343/24 14800 Praha 4 Česká Republika,1,1,1.0,0,text,1945681,45,0.0,False,False
22,sender_tax_id,sender_dic,CZ41195698,CZ41195698,1,1,1.0,0,code,1945681,10,0.0,False,False
23,sender_tax_id,sender_dic,CZ41195698,CZ41195698,1,1,1.0,0,code,1945681,10,0.0,False,False
24,sender_tax_id,sender_dic,CZ41195698,CZ41195698,1,1,1.0,0,code,1945681,10,0.0,False,False
25,sender_register_id,sender_ic,41195698,41195698,1,1,1.0,0,code,1945681,8,0.0,False,False
26,sender_register_id,sender_ic,41195698,41195698,1,1,1.0,0,code,1945681,8,0.0,False,False
27,sender_name,sender_name,"3M Česko, spol. s r.o.",3M Česko; spol. s r.o,0,0,0.9302325581395349,2,text,1945681,22,0.09090909090909091,True,False
28,sender_name,sender_name,"3M Česko, spol. s r.o.","3M Česko, spol. s.r.o.",0,0,0.9545454545454546,1,text,1945681,22,0.045454545454545456,True,False
29,sender_name,sender_name,"3M Česko, spol. s r.o.",3M Česko;,0,0,0.5161290322580645,14,text,1945681,22,0.6363636363636364,True,False
30,tax_detail_base,tax_detail_base,4818.35,4818.35,1,1,1.0,0,amount,1945681,7,0.0,False,False
31,tax_detail_tax,tax_detail_tax,1011.85,1011.85,1,1,1.0,0,amount,1945681,7,0.0,False,False
32,tax_rate,tax_rate,21,21,1,1,1.0,0,misc,1945681,2,0.0,False,False
33,total_base,total_amount_base,4818.35,4818.35,1,1,1.0,0,amount,1945681,7,0.0,False,False
34,total_due,total_amount_due,5830.20,5830.20,1,1,1.0,0,amount,1945681,7,0.0,False,False
35,total_due,total_amount_due,5830.20,5830.20,1,1,1.0,0,amount,1945681,7,0.0,False,False
36,total_incl_tax,total_amount_incl_tax,5830.20,5830.20,1,1,1.0,0,amount,1945681,7,0.0,False,False
37,total_tax,total_amount_tax,1011.85,1011.85,1,1,1.0,0,amount,1945681,7,0.0,False,False
38,var_sym,var_sym,9202754149,9202754149,1,1,1.0,0,code,1945681,10,0.0,False,False
0,bank_account,bank_account,2002490102/2600,2002490102/2600,1,1,1.0,0,code,1945682,15,0.0,False,False
1,bank_account,bank_account,2002490401/2600,2002490401/2600,1,1,1.0,0,code,1945682,15,0.0,False,False
2,bank_account,bank_account,2002490807/2600,2002490807/2600,1,1,1.0,0,code,1945682,15,0.0,False,False
3,bic,bic,CITICZPX,CITICZPX,1,1,1.0,0,code,1945682,8,0.0,False,False
4,currency,currency,EUR,EUR,1,1,1.0,0,misc,1945682,3,0.0,False,False
5,due_date,date_due,2020-07-22,2007-07-22,0,0,0.9,2,date,1945682,10,0.2,True,False
6,due_date,date_due,2020-07-22,2007-07-22,0,0,0.9,2,date,1945682,10,0.2,True,False
7,issue_date,date_issue,2020-04-23,2020-04-23,1,1,1.0,0,date,1945682,10,0.0,False,False
8,issue_date,date_issue,2020-04-23,2020-04-23,1,1,1.0,0,date,1945682,10,0.0,False,False
9,exchange_rate,exchange_rate,"2,75300X10CZK","2,75300X1OCZK",0,0,0.9230769230769231,1,misc,1945682,13,0.07692307692307693,True,False
10,iban,iban,CZ3726000000002002490401,CZ3726000000002002490401,1,1,1.0,0,code,1945682,24,0.0,False,False
11,iban,iban,CZ3626000000002002490807,CZ3626000000002002490807,1,1,1.0,0,code,1945682,24,0.0,False,False
12,invoice_id,invoice_id,9202754148,9202754148,1,1,1.0,0,code,1945682,10,0.0,False,False
13,invoice_id,invoice_id,9202754148,9202754148,1,1,1.0,0,code,1945682,10,0.0,False,False
14,order_id,order_id,4010294755,4010294755,1,1,1.0,0,code,1945682,10,0.0,False,False
15,order_id,order_id,4010294755,4010294755,1,1,1.0,0,code,1945682,10,0.0,False,False
16,recipient_address,recipient_address,"Trebesov 1, 516 01 Trebesov","Trebesov 1,516 01 Trebesov",0,0,0.9811320754716981,1,text,1945682,27,0.037037037037037035,True,False
17,recipient_tax_id,recipient_dic,CZ25947672,CZ25947672,1,1,1.0,0,code,1945682,10,0.0,False,False
18,recipient_name,recipient_name,MATRIX a.s.,MATRIX a.s.,1,1,1.0,0,text,1945682,11,0.0,False,False
19,sender_address,sender_address,V Parku 2343/24 148 00 Praha 4 Česká Republika,148 00 Praha 4,0,1,0.4666666666666667,32,text,1945682,46,0.6956521739130435,True,False
20,sender_address,sender_address,V Parku 2343/24 14800 Praha 4 Česká Republika,V Parku 2343/24 14800 Praha 4 Česká Republika,1,1,1.0,0,text,1945682,45,0.0,False,False
21,sender_address,sender_address,V Parku 2343/24 14800 Praha 4 Česká Republika,V Parku 2343/24 14800 Praha 4 Česká Republika,1,1,1.0,0,text,1945682,45,0.0,False,False
22,sender_tax_id,sender_dic,CZ41195698,CZ41195698,1,1,1.0,0,code,1945682,10,0.0,False,False
23,sender_tax_id,sender_dic,CZ41195698,CZ41195698,1,1,1.0,0,code,1945682,10,0.0,False,False
24,sender_tax_id,sender_dic,CZ41195698,CZ41195698,1,1,1.0,0,code,1945682,10,0.0,False,False
25,sender_register_id,sender_ic,41195698,41195698,1,1,1.0,0,code,1945682,8,0.0,False,False
26,sender_register_id,sender_ic,41195698,41195698,1,1,1.0,0,code,1945682,8,0.0,False,False
27,sender_name,sender_name,"3M Česko, spol. s r.o.",3M Česko; spol. s r.o,0,0,0.9302325581395349,2,text,1945682,22,0.09090909090909091,True,False
28,sender_name,sender_name,"3M Česko, spol. s r.o.","3M Česko, spol. s.r.o.",0,0,0.9545454545454546,1,text,1945682,22,0.045454545454545456,True,False
29,sender_name,sender_name,"3M Česko, spol. s r.o.",3M Česko;,0,0,0.5161290322580645,14,text,1945682,22,0.6363636363636364,True,False
30,tax_detail_base,tax_detail_base,4319.20,4319.20,1,1,1.0,0,amount,1945682,7,0.0,False,False
31,tax_detail_tax,tax_detail_tax,907.03,907.03,1,1,1.0,0,amount,1945682,6,0.0,False,False
32,tax_rate,tax_rate,21,21,1,1,1.0,0,misc,1945682,2,0.0,False,False
33,total_base,total_amount_base,4319.20,4319.20,1,1,1.0,0,amount,1945682,7,0.0,False,False
34,total_due,total_amount_due,5226.23,5226.23,1,1,1.0,0,amount,1945682,7,0.0,False,False
35,total_due,total_amount_due,5226.23,5226.23,1,1,1.0,0,amount,1945682,7,0.0,False,False
36,total_incl_tax,total_amount_incl_tax,5226.23,5226.23,1,1,1.0,0,amount,1945682,7,0.0,False,False
37,total_tax,total_amount_tax,907.03,907.03,1,1,1.0,0,amount,1945682,6,0.0,False,False
38,var_sym,var_sym,9202754148,9202754148,1,1,1.0,0,code,1945682,10,0.0,False,False
0,bank_account,bank_account,2002490102/2600,2002490102/2600,1,1,1.0,0,code,1945684,15,0.0,False,False
1,bank_account,bank_account,2002490401/2600,2002490401/2600,1,1,1.0,0,code,1945684,15,0.0,False,False
2,bank_account,bank_account,2002490807/2600,2002490807/2600,1,1,1.0,0,code,1945684,15,0.0,False,False
3,bic,bic,CITICZPX,CITICZPX,1,1,1.0,0,code,1945684,8,0.0,False,False
4,currency,currency,EUR,EUR,1,1,1.0,0,misc,1945684,3,0.0,False,False
5,due_date,date_due,2020-07-22,2020-07-22,1,1,1.0,0,date,1945684,10,0.0,False,False
6,issue_date,date_issue,2020-04-23,2020-04-23,1,1,1.0,0,date,1945684,10,0.0,False,False
7,description,description,218 3/4 X 60 YD BULK Země odeslání: Polsko Země původu: USA,218 3/4 X 60 YD BULK,0,1,0.5063291139240507,39,text,1945684,59,0.6610169491525424,True,False
8,exchange_rate,exchange_rate,"2,75300X10CZK","2,75300X1OCZK",0,0,0.9230769230769231,1,misc,1945684,13,0.07692307692307693,True,False
9,iban,iban,CZ3726000000002002490401,CZ3726000000002002490401,1,1,1.0,0,code,1945684,24,0.0,False,False
10,iban,iban,CZ3626000000002002490807,CZ3626000000002002490807,1,1,1.0,0,code,1945684,24,0.0,False,False
11,invoice_id,invoice_id,9202754145,9202754145,1,1,1.0,0,code,1945684,10,0.0,False,False
12,order_id,order_id,4009549527,4009549527,1,1,1.0,0,code,1945684,10,0.0,False,False
13,recipient_address,recipient_address,"Trebesov 1, 516 01 Trebesov","Trebesov 1,516 01 Trebesov",0,0,0.9811320754716981,1,text,1945684,27,0.037037037037037035,True,False
14,recipient_tax_id,recipient_dic,CZ25947672,CZ25947672,1,1,1.0,0,code,1945684,10,0.0,False,False
15,recipient_name,recipient_name,MATRIX a.s.,MATRIX a.s.,1,1,1.0,0,text,1945684,11,0.0,False,False
16,sender_address,sender_address,V Parku 2343/24 148 00 Praha 4 Česká Republika,148 00 Praha 4,0,1,0.4666666666666667,32,text,1945684,46,0.6956521739130435,True,False
17,sender_address,sender_address,V Parku 2343/24 14800 Praha 4 Česká Republika,V Parku 2343/24 14800 Praha 4 Česká Republika,1,1,1.0,0,text,1945684,45,0.0,False,False
18,sender_tax_id,sender_dic,CZ41195698,CZ41195698,1,1,1.0,0,code,1945684,10,0.0,False,False
19,sender_tax_id,sender_dic,CZ41195698,CZ41195698,1,1,1.0,0,code,1945684,10,0.0,False,False
20,sender_register_id,sender_ic,41195698,41195698,1,1,1.0,0,code,1945684,8,0.0,False,False
21,sender_name,sender_name,"3M Česko, spol. s r.o.",3M Česko; spol. s r.o,0,0,0.9302325581395349,2,text,1945684,22,0.09090909090909091,True,False
22,sender_name,sender_name,"3M Česko, spol. s r.o.","3M Česko, spol. s.r.o.",0,0,0.9545454545454546,1,text,1945684,22,0.045454545454545456,True,False
23,total_base,total_amount_base,342.72,342.72,1,1,1.0,0,amount,1945684,6,0.0,False,False
24,total_due,total_amount_due,414.69,414.69,1,1,1.0,0,amount,1945684,6,0.0,False,False
25,total_incl_tax,total_amount_incl_tax,414.69,414.69,1,1,1.0,0,amount,1945684,6,0.0,False,False
26,total_tax,total_amount_tax,71.97,71.97,1,1,1.0,0,amount,1945684,5,0.0,False,False
27,var_sym,var_sym,9202754145,9202754145,1,1,1.0,0,code,1945684,10,0.0,False,False
0,bank_account,bank_account,2002490102/2600,2002490102/2600,1,1,1.0,0,code,1945686,15,0.0,False,False
1,bank_account,bank_account,2002490401/2600,2002490401/2600,1,1,1.0,0,code,1945686,15,0.0,False,False
2,bank_account,bank_account,2002490807/2600,2002490807/2600,1,1,1.0,0,code,1945686,15,0.0,False,False
3,bic,bic,CITICZPX,CITICZPX,1,1,1.0,0,code,1945686,8,0.0,False,False
4,currency,currency,EUR,EUR,1,1,1.0,0,misc,1945686,3,0.0,False,False
5,due_date,date_due,2020-07-22,2007-07-22,0,0,0.9,2,date,1945686,10,0.2,True,False
6,issue_date,date_issue,2020-04-23,2020-04-23,1,1,1.0,0,date,1945686,10,0.0,False,False
7,description,description,"2800, Čiré polykarb. brýle přes brýle 2800, AS, 1/EACH Země odeslání: Polsko Země původu: Malajsie","60 2800, Čiré polykarb. brýle přes D brýle 2800, , AS, 1/EACH",0,0,0.6792452830188679,51,text,1945686,98,0.5204081632653061,True,False
8,exchange_rate,exchange_rate,"2,75300X10CZK","2,75300X1OCZK",0,0,0.9230769230769231,1,misc,1945686,13,0.07692307692307693,True,False
9,iban,iban,CZ3726000000002002490401,CZ3726000000002002490401,1,1,1.0,0,code,1945686,24,0.0,False,False
10,iban,iban,CZ3626000000002002490807,CZ3626000000002002490807,1,1,1.0,0,code,1945686,24,0.0,False,False
11,invoice_id,invoice_id,9202754147,9202754147,1,1,1.0,0,code,1945686,10,0.0,False,False
12,order_id,order_id,4010168031,4010168031,1,1,1.0,0,code,1945686,10,0.0,False,False
13,recipient_address,recipient_address,"Trebesov 1, 516 01 Trebesov","Trebesov 1,516 01 Trebesov",0,0,0.9811320754716981,1,text,1945686,27,0.037037037037037035,True,False
14,recipient_tax_id,recipient_dic,CZ25947672,CZ25947672,1,1,1.0,0,code,1945686,10,0.0,False,False
15,recipient_name,recipient_name,MATRIX a.s.,MATRIX a.s.,1,1,1.0,0,text,1945686,11,0.0,False,False
16,sender_address,sender_address,V Parku 2343/24 148 00 Praha 4 Česká Republika,148 00 Praha 4,0,1,0.4666666666666667,32,text,1945686,46,0.6956521739130435,True,False
17,sender_address,sender_address,V Parku 2343/24 14800 Praha 4 Česká Republika,V Parku 2343/24 14800 Praha 4 Česká Republika,1,1,1.0,0,text,1945686,45,0.0,False,False
18,sender_tax_id,sender_dic,CZ41195698,CZ41195698,1,1,1.0,0,code,1945686,10,0.0,False,False
19,sender_tax_id,sender_dic,CZ41195698,CZ41195698,1,1,1.0,0,code,1945686,10,0.0,False,False
20,sender_register_id,sender_ic,41195698,41195698,1,1,1.0,0,code,1945686,8,0.0,False,False
21,sender_name,sender_name,"3M Česko, spol. s r.o.",3M Česko; spol. s r.o,0,0,0.9302325581395349,2,text,1945686,22,0.09090909090909091,True,False
22,sender_name,sender_name,"3M Česko, spol. s r.o.","3M Česko, spol. s.r.o.",0,0,0.9545454545454546,1,text,1945686,22,0.045454545454545456,True,False
23,total_base,total_amount_base,89.57,89.57,1,1,1.0,0,amount,1945686,5,0.0,False,False
24,total_due,total_amount_due,108.38,108.38,1,1,1.0,0,amount,1945686,6,0.0,False,False
25,total_incl_tax,total_amount_incl_tax,108.38,108.38,1,1,1.0,0,amount,1945686,6,0.0,False,False
26,total_tax,total_amount_tax,18.81,18.81,1,1,1.0,0,amount,1945686,5,0.0,False,False
27,var_sym,var_sym,9202754147,9202754147,1,1,1.0,0,code,1945686,10,0.0,False,False
0,bank_account,bank_account,43-5347620287/0100,43-5347620287/0100,1,1,1.0,0,code,1946204,18,0.0,False,False
1,currency,currency,CZK,Kč,0,0,0.4,3,misc,1946204,3,1.0,True,False
2,due_date,date_due,2020-05-06,2020-05-06,1,1,1.0,0,date,1946204,10,0.0,False,False
3,issue_date,date_issue,2020-04-22,2020-04-22,1,1,1.0,0,date,1946204,10,0.0,False,False
4,taxable_supply_date,date_uzp,2020-04-22,2020-04-22,1,1,1.0,0,date,1946204,10,0.0,False,False
5,description,description,zak.Z2000209 5820000000362 /202RSD/35+29 3KL.CYL,,0,1,0.0,48,text,1946204,48,1.0,False,True
6,invoice_id,invoice_id,200210,200210,1,1,1.0,0,code,1946204,6,0.0,False,False
7,recipient_address,recipient_address,Třebešov č.p. 1 516 01 RYCHNOV NAD KNĚŽNOU,516 01 RYCHNOV NAD KNĚŽNOU,0,1,0.7647058823529411,16,text,1946204,42,0.38095238095238093,True,False
8,recipient_tax_id,recipient_dic,CZ25947672,CZ25947672,1,1,1.0,0,code,1946204,10,0.0,False,False
9,recipient_register_id,recipient_ic,25947672,25947672,1,1,1.0,0,code,1946204,8,0.0,False,False
10,recipient_name,recipient_name,MATRIX a.s.,MATRIX a.s.,1,1,1.0,0,text,1946204,11,0.0,False,False
11,sender_address,sender_address,Zdobnice E97 516 01 Rychnov nad Kněžnou,516 01 Rychnov nad Kněžnou,0,1,0.8,13,text,1946204,39,0.3333333333333333,True,False
12,sender_tax_id,sender_dic,CZ6207241095,CZ6207241095,1,1,1.0,0,code,1946204,12,0.0,False,False
13,sender_register_id,sender_ic,74910621,74910621,1,1,1.0,0,code,1946204,8,0.0,False,False
14,sender_name,sender_name,Hůlka Milan,Milan Eůlka,0,0,0.45454545454545453,8,text,1946204,11,0.7272727272727273,True,False
15,total_base,total_amount_base,822.50,822.50,1,1,1.0,0,amount,1946204,6,0.0,False,False
16,total_due,total_amount_due,995.23,995.23,1,1,1.0,0,amount,1946204,6,0.0,False,False
17,total_due,total_amount_due,995.23,995.23,1,1,1.0,0,amount,1946204,6,0.0,False,False
18,total_incl_tax,total_amount_incl_tax,995.23,,0,1,0.0,6,amount,1946204,6,1.0,False,True
19,total_tax,total_amount_tax,172.73,,0,1,0.0,6,amount,1946204,6,1.0,False,True
20,var_sym,var_sym,200210,200210,1,1,1.0,0,code,1946204,6,0.0,False,False
0,bank_account,bank_account,3404662389/0800,3404662389/0800,1,1,1.0,0,code,1946964,15,0.0,False,False
1,currency,currency,CZK,Kč,0,0,0.4,3,misc,1946964,3,1.0,True,False
2,due_date,date_due,2020-05-03,2020-05-03,1,1,1.0,0,date,1946964,10,0.0,False,False
3,issue_date,date_issue,2020-04-19,2020-04-19,1,1,1.0,0,date,1946964,10,0.0,False,False
4,taxable_supply_date,date_uzp,2020-04-19,2020-04-19,1,1,1.0,0,date,1946964,10,0.0,False,False
5,invoice_id,invoice_id,2001103595,2001103595,1,1,1.0,0,code,1946964,10,0.0,False,False
6,order_id,order_id,71306,,0,1,0.0,5,code,1946964,5,1.0,False,True
7,recipient_address,recipient_address,Podhorská 752/50 466 01 Jablonec nad Nisou,466 01 Jablonec nad Nisou,0,1,0.746268656716418,17,text,1946964,42,0.40476190476190477,True,False
8,recipient_tax_id,recipient_dic,CZ04300068,CZ04300068,1,1,1.0,0,code,1946964,10,0.0,False,False
9,recipient_register_id,recipient_ic,4300068,,0,1,0.0,7,code,1946964,7,1.0,False,True
10,recipient_name,recipient_name,MyShirt production s.r.o.,MyShirt production s.r.o.,1,1,1.0,0,text,1946964,25,0.0,False,False
11,sender_address,sender_address,Truhlářská 1118/18 110 00 Praha -Nové Město,110 00 Praha -Nové Město,0,1,0.7164179104477612,19,text,1946964,43,0.4418604651162791,True,False
12,sender_tax_id,sender_dic,CZ02975831,CZ02975831,1,1,1.0,0,code,1946964,10,0.0,False,False
13,sender_register_id,sender_ic,02975831,02975831,1,1,1.0,0,code,1946964,8,0.0,False,False
14,sender_name,sender_name,Reportér magazín s. r. o.,Reportér magazín s.r.o.,0,0,0.9583333333333334,2,text,1946964,25,0.08,True,False
